,Customer_ID,Age,Gender,Income,Location,Transaction_count,Average_Transaction_Amount,Total_Spent,Last_purchase_date,Product_category
149,CUST1149,44,Female,93123,Isolo,9,33.60010909883849,302.4009818895464,2025-01-05 18:31:37.210834,Books
150,CUST1150,26,Male,55176,Ajeromi_ifelodun,3,397.2490325170001,1191.7470975510003,2024-07-01 18:31:37.210841,Electronics
151,CUST1151,32,Male,48409,Oshodi_isolo,1,485.27990756434207,485.27990756434207,2024-12-13 18:31:37.210847,Home Goods
152,CUST1152,32,Female,86967,Ifako_ijaiye,8,389.37274488688985,3114.981959095119,2024-12-26 18:31:37.210854,Electronics
153,CUST1153,43,Female,30987,Oshodi_isolo,8,268.7414819654998,2149.9318557239985,2024-04-30 18:31:37.210860,Fashion
154,CUST1154,59,Male,84462,Alimosho,9,417.20479670773506,3754.8431703696156,2024-05-19 18:31:37.210866,Books
155,CUST1155,30,Male,97501,Ikeja,6,431.7819406798753,2590.6916440792515,2024-06-21 18:31:37.210873,Food
156,CUST1156,68,Female,56015,Alimosho,9,281.37086284557387,2532.3377656101648,2024-10-23 18:31:37.210879,Home Goods
157,CUST1157,49,Male,96404,Mushin,9,469.8355931263432,4228.520338137089,2025-03-15 18:31:37.210885,Electronics
158,CUST1158,56,Male,80281,Alimosho,4,34.48169266735535,137.9267706694214,2024-12-02 18:31:37.210891,Food
159,CUST1159,66,Female,67146,Oshodi_isolo,5,24.84608471769807,124.23042358849034,2024-09-03 18:31:37.210897,Electronics
160,CUST1160,69,Female,78231,Surulere,6,59.100494799043005,354.602968794258,2024-04-24 18:31:37.210903,Books
161,CUST1161,49,Female,59032,Ajeromi_ifelodun,6,47.77170341765679,286.6302205059407,2024-04-17 18:31:37.210909,Food
162,CUST1162,21,Male,58305,Alimosho,2,223.81327413545642,447.62654827091285,2025-02-11 18:31:37.210915,Fashion
163,CUST1163,47,Female,84306,Mushin,4,471.35412988255365,1885.4165195302146,2024-05-06 18:31:37.210924,Fashion
164,CUST1164,54,Male,118176,Ikeja,9,344.1073039961294,3096.9657359651646,2024-11-13 18:31:37.210937,Food
165,CUST1165,40,Female,48318,Mushin,7,336.5373733973392,2355.7616137813743,2024-11-01 18:31:37.210950,Fashion
166,CUST1166,56,Female,43246,Ajeromi_ifelodun,9,204.74530032170222,1842.70770289532,2024-07-16 18:31:37.210963,Home Goods
167,CUST1167,62,Male,63844,Ifako_ijaiye,6,276.2078989660334,1657.2473937962004,2024-07-05 18:31:37.210978,Books
168,CUST1168,32,Male,62602,Agege,7,166.00385434132312,1162.0269803892618,2024-10-25 18:31:37.211004,Home Goods
169,CUST1169,60,Female,51584,Ikeja,9,268.5621149132792,2417.059034219513,2024-04-12 18:31:37.211025,Food
170,CUST1170,46,Female,45169,Oshodi_isolo,4,378.39723618307477,1513.588944732299,2024-09-07 18:31:37.211041,Home Goods
171,CUST1171,53,Male,55968,Agege,9,288.1723828415834,2593.5514455742505,2024-08-18 18:31:37.211060,Books
172,CUST1172,30,Female,36385,Mushin,3,221.05848282731017,663.1754484819305,2024-07-23 18:31:37.211084,Books
173,CUST1173,49,Male,103758,Mushin,8,425.56259068500657,3404.5007254800526,2024-11-08 18:31:37.211098,Food
174,CUST1174,24,Male,55444,Mushin,3,157.97258230148086,473.91774690444254,2025-02-20 18:31:37.211105,Home Goods
175,CUST1175,68,Female,92497,Agege,3,251.11372540374086,753.3411762112225,2024-12-13 18:31:37.211112,Books
176,CUST1176,39,Male,35362,Alimosho,3,489.5106899063363,1468.532069719009,2024-03-22 18:31:37.211118,Food
177,CUST1177,45,Male,38250,Ajeromi_ifelodun,9,484.3143816908911,4358.82943521802,2024-09-20 18:31:37.211124,Books
178,CUST1178,19,Male,98354,Ikeja,3,23.01661599727627,69.04984799182881,2024-10-20 18:31:37.211131,Electronics
179,CUST1179,59,Female,66368,Ajeromi_ifelodun,6,275.4720362874816,1652.8322177248897,2024-12-08 18:31:37.211137,Electronics
180,CUST1180,62,Male,74109,Ikeja,4,181.7212442600765,726.884977040306,2024-06-06 18:31:37.211143,Books
181,CUST1181,23,Female,110589,Ikeja,2,159.78745747844476,319.57491495688953,2024-07-29 18:31:37.211149,Food
182,CUST1182,45,Female,87645,Ifako_ijaiye,3,306.2010457321667,918.6031371965,2024-11-08 18:31:37.211155,Electronics
183,CUST1183,45,Female,86997,Mushin,5,234.2260751332085,1171.1303756660425,2024-08-03 18:31:37.211161,Books
184,CUST1184,61,Male,57426,Isolo,4,371.76419914430784,1487.0567965772314,2025-02-14 18:31:37.211167,Fashion
185,CUST1185,61,Male,69023,Ajeromi_ifelodun,5,33.0244113738382,165.122056869191,2024-03-28 18:31:37.211173,Home Goods
186,CUST1186,37,Female,89267,Ifako_ijaiye,1,464.9076063508384,464.9076063508384,2024-12-31 18:31:37.211179,Books
187,CUST1187,47,Female,54892,Mushin,4,292.44478022136803,1169.7791208854721,2024-03-31 18:31:37.211185,Electronics
188,CUST1188,28,Male,89232,Surulere,3,348.3520170631879,1045.0560511895637,2024-07-22 18:31:37.211192,Books
189,CUST1189,45,Female,89225,Surulere,2,310.20150786166795,620.4030157233359,2024-04-11 18:31:37.211198,Food
190,CUST1190,42,Female,46007,Alimosho,7,494.7831710286226,3463.482197200358,2024-11-08 18:31:37.211204,Electronics
191,CUST1191,56,Male,109777,Agege,9,493.42325182226307,4440.809266400368,2025-03-12 18:31:37.211210,Food
192,CUST1192,50,Female,74858,Surulere,1,312.747888802543,312.747888802543,2024-07-11 18:31:37.211216,Food
193,CUST1193,18,Male,75073,Oshodi_isolo,7,348.30238151508354,2438.1166706055847,2025-02-16 18:31:37.211222,Food
194,CUST1194,44,Male,119438,Mushin,1,316.91352577768424,316.91352577768424,2024-04-08 18:31:37.211228,Books
195,CUST1195,69,Female,113098,Isolo,5,169.12684349100144,845.6342174550072,2024-09-15 18:31:37.211234,Electronics
196,CUST1196,30,Male,50239,Mushin,1,112.45450710700938,112.45450710700938,2025-03-10 18:31:37.211240,Food
197,CUST1197,58,Male,92969,Surulere,3,213.32631287050376,639.9789386115112,2025-01-11 18:31:37.211246,Fashion
198,CUST1198,20,Male,43065,Isolo,8,347.72327470477336,2781.786197638187,2024-11-03 18:31:37.211252,Home Goods
199,CUST1199,56,Female,71291,Alimosho,4,46.86913006995308,187.47652027981232,2024-11-10 18:31:37.211258,Books
200,CUST1200,23,Female,68805,Alimosho,1,266.86649926927726,266.86649926927726,2024-07-13 18:31:37.211264,Fashion
201,CUST1201,25,Female,48443,Ifako_ijaiye,1,216.0307171550671,216.0307171550671,2024-11-18 18:31:37.211272,Electronics
202,CUST1202,44,Male,39290,Oshodi_isolo,8,273.192723817097,2185.541790536776,2024-06-21 18:31:37.211279,Home Goods
203,CUST1203,26,Male,30211,Surulere,8,432.90878388394293,3463.2702710715434,2024-07-21 18:31:37.211285,Food
204,CUST1204,54,Female,113634,Oshodi_isolo,4,42.85286602738795,171.4114641095518,2024-10-10 18:31:37.211291,Fashion
205,CUST1205,50,Female,49072,Ajeromi_ifelodun,4,386.53954369361685,1546.1581747744674,2024-12-16 18:31:37.211297,Fashion
206,CUST1206,68,Male,73290,Ifako_ijaiye,2,340.1167481281408,680.2334962562816,2024-10-10 18:31:37.211303,Food
207,CUST1207,59,Female,115186,Ifako_ijaiye,2,117.847030867098,235.694061734196,2024-05-02 18:31:37.211309,Food
208,CUST1208,61,Female,45115,Ajeromi_ifelodun,6,372.4081613734893,2234.4489682409358,2024-06-10 18:31:37.211315,Fashion
209,CUST1209,41,Female,35149,Oshodi_isolo,8,258.25853450189976,2066.068276015198,2024-03-25 18:31:37.211328,Electronics
210,CUST1210,32,Female,71992,Alimosho,7,250.89190192531757,1756.243313477223,2024-08-04 18:31:37.211335,Books
211,CUST1211,49,Female,47716,Ajeromi_ifelodun,7,251.87384717441208,1763.1169302208846,2024-11-25 18:31:37.211341,Electronics
212,CUST1212,49,Male,43621,Mushin,3,475.63234988061254,1426.8970496418376,2024-08-12 18:31:37.211347,Electronics
213,CUST1213,41,Female,36820,Agege,2,473.29496304166054,946.5899260833211,2024-10-03 18:31:37.211353,Books
214,CUST1214,58,Female,72800,Isolo,7,458.5318624089282,3209.7230368624973,2024-05-10 18:31:37.211359,Electronics
215,CUST1215,69,Male,85043,Alimosho,4,445.6361953016451,1782.5447812065804,2024-04-25 18:31:37.211365,Home Goods
216,CUST1216,66,Male,60399,Alimosho,1,38.042283954112754,38.042283954112754,2024-10-27 18:31:37.211371,Food
217,CUST1217,66,Male,44002,Ikeja,1,212.28556501382852,212.28556501382852,2024-06-08 18:31:37.211378,Fashion
218,CUST1218,69,Male,73098,Alimosho,4,449.540990492314,1798.163961969256,2024-09-20 18:31:37.211384,Books
219,CUST1219,29,Female,75511,Ifako_ijaiye,5,382.46074671724404,1912.3037335862202,2024-05-17 18:31:37.211390,Electronics
220,CUST1220,56,Female,83243,Alimosho,5,239.19670511763385,1195.9835255881692,2024-06-19 18:31:37.211396,Fashion
221,CUST1221,19,Female,58750,Mushin,1,391.1614578642397,391.1614578642397,2025-02-12 18:31:37.211402,Home Goods
222,CUST1222,20,Female,47310,Alimosho,3,119.92919639053797,359.7875891716139,2024-03-23 18:31:37.211408,Electronics
